,App id,clean_content,tags
13,com.zentertain.photoeditor,"['plenty', 'of', 'options', 'to', 'choose', 'from', 'to', 'make', 'whatever', 'kind', 'of', 'picture', 'you', 'would', 'like']","['O', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O']"
14,com.zentertain.photoeditor,"['like', 'it', 'but', 'not', 'so', 'cool', 'app']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
15,com.zentertain.photoeditor,"['i', 'really', 'like', 'the', 'hd', 'effect', 'brightness', 'and', 'color', 'correction', 'features']","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O']"
16,com.zentertain.photoeditor,"['i', 'can', 'basically', 'change', 'the', 'whole', 'pic', 'its', 'so', 'cool', 'lol']","['O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O']"
17,com.zentertain.photoeditor,"['i', 'can', 't', 'believe', 'how', 'easy', 'it', 'is']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18,com.zentertain.photoeditor,"['this', 'app', 'is', 'very', 'good', 'for', 'photos', 'editer']","['O', 'O', 'O', 'O', 'O', 'O', 'B', 'I']"
19,com.zentertain.photoeditor,"['it', 'is', 'just', 'simple', 'and', 'good', 'app']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
20,com.zentertain.photoeditor,"['its', 'ok', 'but', 'u', 'have', 'to', 'download', 'stuff']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
21,com.zentertain.photoeditor,"['ive', 'used', 'this', 'on', 'my', 'previous', 'phone', 'worked', 'prrfectly', 'but', 'ive', 'recntly', 'bought', 'samsung', 'galaxy', 'a', 'the', 'splash', 'and', 'focus', 'functn', 'doesnt', 'work', 'plz', 'help']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O']"
22,com.zentertain.photoeditor,"['this', 'is', 'perfect']","['O', 'O', 'O']"
23,com.zentertain.photoeditor,"['if', 'only', 'you', 'could', 'make', 'a', 'video', 'editor', 'too', 'that', 'is', 'just', 'as', 'good', 'as', 'this']","['O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
24,com.zentertain.photoeditor,"['makes', 'awesome', 'book', 'covers']","['O', 'O', 'B', 'I']"
25,com.zentertain.photoeditor,"['there', 's', 'an', 'ad', 'after', 'every', 'other', 'button', 'i', 'press']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
26,com.zentertain.photoeditor,"['its', 'has', 'alot', 'of', 'things', 'awesome']","['O', 'O', 'O', 'O', 'O', 'O']"
27,com.zentertain.photoeditor,"['this', 'is', 'awesome', 'app']","['O', 'O', 'O', 'O']"
28,com.zentertain.photoeditor,"['its', 'alright', 'so', 'far']","['O', 'O', 'O', 'O']"
29,com.zentertain.photoeditor,"['i', 'like', 'how', 'it', 'is', 'fast', 'and', 'easy', 'to', 'use']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
30,com.zentertain.photoeditor,"['lighter', 'and', 'faster', 'than', 'other', 'photo', 'editors', 'with', 'many', 'editing', 'options', 'best', 'recommended', 'app', 'for', 'photo', 'editing']","['O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'I']"
31,com.zentertain.photoeditor,"['super', 'easy', 'and', 'i', 'love', 'the', 'effects', 'also', 'super', 'easy', 'to', 'install']","['O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B']"
32,com.zentertain.photoeditor,"['very', 'good', 'app']","['O', 'O', 'O']"
33,com.zentertain.photoeditor,"['the', 'app', 'has', 'very', 'good', 'features', 'indeed']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
34,com.zentertain.photoeditor,"['i', 'would', 'give', 'this', 'app', 'a', 'if', 'there', 'were', 'not', 'so', 'many', 'ads']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B']"
35,com.zentertain.photoeditor,"['never', 'use', 'it', 'its', 'fake']","['O', 'O', 'O', 'O', 'O']"
36,com.zentertain.photoeditor,"['easy', 'to', 'use']","['O', 'O', 'O']"
37,com.zentertain.photoeditor,"['covers', 'imperfections', 'and', 'has', 'cool', 'filters']","['B', 'I', 'O', 'O', 'O', 'B']"
38,com.zentertain.photoeditor,"['i', 'love', 'did', 'app', 'its', 'amazing']","['O', 'O', 'O', 'O', 'O', 'O']"
39,com.zentertain.photoeditor,"['it', 's', 'a', 'great', 'app']","['O', 'O', 'O', 'O', 'O']"
40,com.zentertain.photoeditor,"['very', 'useful', 'full', 'features', 'without', 'any', 'pro', 'version', 'purchase']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
41,com.zentertain.photoeditor,"['i', 'love', 'it']","['O', 'O', 'O']"
42,com.zentertain.photoeditor,"['there', 'are', 'so', 'many', 'ads', 'popping', 'up', 'that', 'the', 'app', 'is', 'now', 'unusable', 'because', 'an', 'ad', 'pops', 'up', 'literally', 'every', 'time', 'i', 'close', 'the', 'last']","['O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
43,com.zentertain.photoeditor,"['i', 'have', 'used', 'it']","['O', 'O', 'O', 'O']"
44,com.zentertain.photoeditor,"['its', 'a', 'good', 'app', 'for', 'photo', 'editing']","['O', 'O', 'O', 'O', 'O', 'B', 'I']"
45,com.zentertain.photoeditor,"['you', 'can', 'so', 'many', 'things', 'from', 'this', 'app']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
46,com.zentertain.photoeditor,"['you', 'can', 'download', 'this', 'app', 'without', 'fearing']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
47,com.zentertain.photoeditor,"['i', 've', 'seen', 'so', 'many', 'photo', 'editing', 'tools', 'but', 'this', 'one', 'is', 'the', 'best', 'x', 'a', 'lot', 'it', 's', 'really', 'proffesional']","['O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
48,com.zentertain.photoeditor,"['i', 'have', 'a', 'blast', 'using', 'this', 'app', 'with', 'my', 'eight', 'yr', 'old', 'daughter']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
49,com.zentertain.photoeditor,"['able', 'to', 'take', 'r', 'add', 'to', 'photo', 'love', 'it']","['O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O']"
50,com.zentertain.photoeditor,"['first', 'why', 'do', 'you', 'need', 'access', 'to', 'my', 'phone']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
51,com.zentertain.photoeditor,"['why', 'are', 'you', 'running', 'in', 'background', 'when', 'i', 'am', 'not', 'using', 'you']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
52,com.zentertain.photoeditor,"['get', 'off', 'my', 'phone']","['O', 'O', 'O', 'O']"
53,com.zentertain.photoeditor,"['makes', 'neat', 'collages', 'and', 'great', 'for', 'editing']","['O', 'O', 'O', 'O', 'O', 'O', 'B']"
54,com.zentertain.photoeditor,"['u', 'have', 't', 'ok', 'down', 'load', 'every', 'thing', 'u', 'want', 'to', 'add', 'to', 'it', 'like', 'the', 'effects']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B']"
55,com.zentertain.photoeditor,"['a', 'powerful', 'photo', 'editor', 'with', 'many', 'wonderfull', 'effects']","['O', 'O', 'B', 'I', 'O', 'O', 'O', 'B']"
56,com.zentertain.photoeditor,"['horrible', 'editor', 'worst', 'app', 'in', 'this', 'entire', 'store']","['O', 'B', 'O', 'O', 'O', 'O', 'O', 'O']"
57,com.zentertain.photoeditor,"['i', 'give', 'it', 'half', 'of', 'no', 'stars', 'stupid', 'as', 'a', 'pair', 'of', 'inbred', 'babies']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
58,com.zentertain.photoeditor,"['great', 'photo', 'editing', 'app', 'for', 'editing', 'photo', 's']","['O', 'B', 'I', 'O', 'O', 'B', 'I', 'I']"
59,com.zentertain.photoeditor,"['verry', 'nice', 'app', 'and', 'i', 'am', 'happy', 'this', 'apps']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
60,com.zentertain.photoeditor,"['its', 'a', 'great', 'app', 'to', 'edit', 'pics']","['O', 'O', 'O', 'O', 'O', 'B', 'I']"
61,com.zentertain.photoeditor,"['very', 'satisfied', 'with', 'the', 'results', 'i', 'get', 'by', 'using', 'this', 'software']","['O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O']"
62,com.zentertain.photoeditor,"['helped', 'me', 'make', 'amazing', 'photos']","['O', 'O', 'B', 'I', 'I']"
63,com.zentertain.photoeditor,"['the', 'best', 'that', 'one', 'can', 'get']","['O', 'O', 'O', 'O', 'O', 'O']"
64,com.zentertain.photoeditor,"['i', 'gave', 'this', 'app', 'a', 'stars', 'cause', 'rate', 'me', 'pls', 'always', 'pops', 'out', 'and', 'it', 's', 'annoying', 'good', 'app', 'though']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
65,com.zentertain.photoeditor,"['loved', 'using', 'it']","['O', 'O', 'O']"
66,com.zentertain.photoeditor,"['cant', 'use', 'd', 'way', 'i', 'use', 'cs', 'in', 'my', 'lappy']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
67,com.zentertain.photoeditor,"['but', 'its', 'far', 'bettrr', 'than', 'any', 'other', 'apps', 'i', 'tried', 'on', 'my', 'phone']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
68,com.zentertain.photoeditor,"['needs', 'an', 'airbrush', 'feature']","['O', 'O', 'B', 'I']"
69,com.zentertain.photoeditor,"['it', 'helps', 'me', 'create', 'amazing', 'fotos']","['O', 'O', 'O', 'B', 'I', 'I']"
70,com.zentertain.photoeditor,"['they', 'really', 'need', 'to', 'think', 'outside', 'the', 'box', 'and', 'get', 'more', 'creative']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
71,com.zentertain.photoeditor,"['think', 'about', 'what', 'makes', 'this', 'app', 'better', 'than', 'any', 'other', 'app', 'and', 'why', 'we', 'should', 'get', 'it']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
72,com.zentertain.photoeditor,"['that', 's', 'some', 'advice', 'from', 'a', 'year', 'old']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
73,com.zentertain.photoeditor,"['take', 'it', 'or', 'leave', 'it']","['O', 'O', 'O', 'O', 'O']"
74,com.zentertain.photoeditor,"['i', 'would', 'give', 'it', 'stars', 'but', 'there', 'are', 'a', 'few', 'bugs', 'that', 'could', 'be', 'fixed']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
75,com.zentertain.photoeditor,"['the', 'app', 'has', 'more', 'options', 'than', 'i', 'll', 'ever', 'use']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
76,com.zentertain.photoeditor,"['it', 'doesn', 't', 'provide', 'for', 'a', 'way', 'to', 'delete', 'previously', 'edited', 'needless', 'photos', 'that', 'are', 'starting', 'to', 'accumulate', 'in', 'the', 'gallery']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B']"
77,com.zentertain.photoeditor,"['can', 't', 'obtain', 'any', 'help', 'on', 'how', 'to', 'delete', 'just', 'those', 'photos', 'while', 'maintaining', 'the', 'original', 'photo']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'I', 'I', 'I']"
78,com.zentertain.photoeditor,"['ilike', 'it', 'but', 'the', 'other', 'app', 'are', 'busy']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
79,com.zentertain.photoeditor,"['but', 'i', 'got', 'the', 'frames']","['O', 'O', 'O', 'O', 'B']"
80,com.zentertain.photoeditor,"['the', 'best', 'one', 'i', 'found', 'so', 'far']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
81,com.zentertain.photoeditor,"['love', 'it', 'love', 'the', 'enhanced', 'picture', 'qualities', 'the', 'frames', 'etc']","['O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'O']"
82,com.zentertain.photoeditor,"['easy', 'very', 'nice', 'detail', 'options', 'and', 'doesnt', 'crash']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O']"
83,com.zentertain.photoeditor,"['would', 'be', 'better', 'if', 'there', 'were', 'more', 'frame', 'options', 'tho']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O']"
84,com.zentertain.photoeditor,"['have', 'to', 'download', 'everything', 'and', 'adverts', 'are', 'annoying']","['O', 'O', 'O', 'O', 'O', 'B', 'O', 'O']"
85,com.zentertain.photoeditor,"['it', 's', 'best']","['O', 'O', 'O']"
86,com.zentertain.photoeditor,"['best', 'photo', 'editor', 'i', 'have', 'seen']","['O', 'B', 'I', 'O', 'O', 'O']"
87,com.zentertain.photoeditor,"['without', 'aviary', 'this', 'app', 'cannot', 'working']","['O', 'O', 'O', 'O', 'O', 'O']"
88,com.zentertain.photoeditor,"['great', 'app', 'easy', 'to', 'use']","['O', 'O', 'O', 'O', 'O']"
89,com.zentertain.photoeditor,"['but', 'has', 'alot', 'of', 'popups']","['O', 'O', 'O', 'O', 'B']"
90,com.zentertain.photoeditor,"['sud', 'have', 'an', 'option', 'to', 'un', 'blur', 'the', 'blur', 'photos']","['O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I']"
91,com.zentertain.photoeditor,"['it', 's', 'a', 'cooooool', 'app', 'ever']","['O', 'O', 'O', 'O', 'O', 'O']"
92,com.zentertain.photoeditor,"['i', 'like', 'it']","['O', 'O', 'O']"
93,com.zentertain.photoeditor,"['whenever', 'i', 'went', 'to', 'choose', 'a', 'photo', 'then', 'go', 'back', 'to', 'it', 'a', 'blank', 'black', 'screen', 'came', 'up', 'for', 'a', 'few', 'seconds']","['O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O']"
94,com.zentertain.photoeditor,"['also', 'it', 'seemed', 'to', 'only', 'let', 'me', 'have', 'one', 'photo', 'i', 'couldn', 't', 'see', 'how', 'to', 'add', 'in', 'another', 'photo']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I']"
95,com.zentertain.photoeditor,"['the', 'app', 'is', 'gud', 'but', 'reqire', 'sum', 'features', 'more']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
96,com.zentertain.photoeditor,"['this', 'will', 'be', 'very', 'helpfull', 'to', 'me']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
97,com.zentertain.photoeditor,"['i', 'love', 'being', 'able', 'to', 'have', 'fun', 'with', 'my', 'photo']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B']"
98,com.zentertain.photoeditor,"['i', 'can', 'edit', 'in', 'many', 'ways', 'it', 'looks', 'always', 'perfect', 'so', 'yea', 'thumbs', 'up', 'to', 'this', 'app']","['O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
99,com.zentertain.photoeditor,"['it', 'perfects', 'flaws', 'and', 'inperfections']","['O', 'B', 'I', 'O', 'O']"
100,com.zentertain.photoeditor,"['lol', 'and', 'its', 'fun', 'to', 'use', 'too']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
101,com.zentertain.photoeditor,"['app', 'is', 'brilliant', 'but', 'only', 'the', 'thing', 'due', 'to', 'which', 'i', 'gave', 'star', 'not', 'is', 'font', 'we', 'cant', 'change', 'the', 'font', 'text']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'I']"
102,com.zentertain.photoeditor,"['love', 'the', 'affects', 'when', 'done']","['O', 'O', 'B', 'O', 'O']"
103,com.zentertain.photoeditor,"['this', 'aap', 'is', 'excellent', 'love', 'it']","['O', 'O', 'O', 'O', 'O', 'O']"
104,com.zentertain.photoeditor,"['it', 'works', 'in', 'my', 'phone']","['O', 'O', 'O', 'O', 'O']"
105,com.zentertain.photoeditor,"['doesn', 't', 'even', 'start']","['O', 'O', 'O', 'O']"
106,com.zentertain.photoeditor,"['waste', 'of', 'time']","['O', 'O', 'O']"
107,com.zentertain.photoeditor,"['this', 'works', 'realy', 'well', 'the', 'only', 'thing', 'i', 'don', 't', 'like', 'about', 'it', 'is', 'that', 'u', 'had', 'to', 'download', 'the', 'stickers']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I']"
108,com.zentertain.photoeditor,"['best', 'application', 'in', 'world']","['O', 'O', 'O', 'O']"
109,com.zentertain.photoeditor,"['i', 'have', 'used', 'many', 'and', 'this', 'i', 'like', 'one', 'better', 'then', 'many']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
110,com.zentertain.photoeditor,"['wish', 'i', 'knew', 'how', 'to', 'change', 'font', 'size']","['O', 'O', 'O', 'O', 'O', 'B', 'I', 'I']"
111,com.zentertain.photoeditor,"['i', 'reallly', 'can', 'fix', 'my', 'ugly', 'pics']","['O', 'O', 'O', 'B', 'I', 'I', 'I']"
112,com.zentertain.photoeditor,"['this', 'app', 'is', 'pretty', 'cool', 'i', 'think', 'it', 'works', 'good']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
113,com.zentertain.photoeditor,"['well', 'for', 'one', 'thing', 'your', 'app', 'doesn', 't', 'look', 'anything', 'like', 'the', 'pictures', 'above', 'and', 'for', 'another', 'i', 'got', 'to', 'edit', 'one', 'photo', 'and', 'then', 'the', 'app', 'wouldn', 't', 'open', 'and', 'kept', 'force', 'closing', 'i', 'hate', 'it', 'so', 'i', 'removed', 'imedently']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
114,com.zentertain.photoeditor,"['not', 'bad', 'app']","['O', 'O', 'O']"
115,com.zentertain.photoeditor,"['nice', 'editings', 'cn', 'be', 'done', 'overall', 'good', 'job']","['O', 'B', 'O', 'O', 'O', 'O', 'O', 'O']"
116,com.zentertain.photoeditor,"['this', 'is', 'good', 'app']","['O', 'O', 'O', 'O']"
117,com.zentertain.photoeditor,"['if', 'they', 'are', 'free', 'why', 'do', 'i', 'have', 'to', 'install', 'the', 'frames', 'then', 'the', 'effects', 'then', 'other', 'things']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'O', 'O', 'O']"
118,com.zentertain.photoeditor,"['just', 'make', 'it', 'come', 'with', 'it']","['O', 'O', 'O', 'O', 'O', 'O']"
119,com.zentertain.photoeditor,"['suprb', 'app', 'for', 'creating', 'more', 'effect']","['O', 'O', 'O', 'B', 'I', 'I']"
120,com.zentertain.photoeditor,"['like', 'a', 'picart']","['O', 'O', 'B']"
121,com.zentertain.photoeditor,"['i', 'dnt', 'like', 'that', 'u', 'cant', 'redo', 'or', 'format', 'the', 'text']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I']"
122,com.zentertain.photoeditor,"['it', 'is', 'a', 'great', 'editor', 'love', 'it']","['O', 'O', 'O', 'O', 'B', 'O', 'O']"
123,com.zentertain.photoeditor,"['i', 'liked', 'it', 'so', 'much']","['O', 'O', 'O', 'O', 'O']"
124,com.zentertain.photoeditor,"['you', 'have', 'to', 'pay', 'for', 'stickers', 'really']","['O', 'O', 'O', 'O', 'O', 'B', 'O']"
125,com.zentertain.photoeditor,"['works', 'very', 'well', 'easy', 'loaded']","['O', 'O', 'O', 'O', 'O']"
126,com.zentertain.photoeditor,"['perfect', 'mobile', 'photo', 'editing', 'app']","['O', 'O', 'B', 'I', 'O']"
127,com.zentertain.photoeditor,"['it', 'works', 'for', 'me']","['O', 'O', 'O', 'O']"
128,com.zentertain.photoeditor,"['east', 'or', 'west', 'this', 'apps', 'is', 'best', 'i', 'try', 'my', 'best', 'to', 'choose', 'some', 'other', 'apps', 'and', 'use', 'them', 'thanks', 'developer', 'please', 'keep', 'it', 'up']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
129,com.zentertain.photoeditor,"['i', 'love', 'it', 'it', 'makes', 'me', 'feel', 'real', 'with', 'the', 'effects', 'n', 'my', 'blue', 'eyes']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O']"
130,com.zentertain.photoeditor,"['this', 'is', 'ousome']","['O', 'O', 'O']"
131,com.zentertain.photoeditor,"['can', 't', 'upload', 'photos']","['O', 'O', 'B', 'I']"
132,com.zentertain.photoeditor,"['love', 'the', 'new', 'ehancements']","['O', 'O', 'O', 'B']"
133,com.zentertain.photoeditor,"['this', 'might', 'be', 'good', 'but', 'i', 'm', 'write', 'before', 'playing', 'this', 'app']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
134,com.zentertain.photoeditor,"['lots', 'better', 'than', 'some']","['O', 'O', 'O', 'O']"
135,com.zentertain.photoeditor,"['better', 'than', 'default', 'editors']","['O', 'O', 'O', 'B']"
136,com.zentertain.photoeditor,"['its', 'easy', 'to', 'use', 'and', 'has', 'a', 'good', 'user', 'interface']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I']"
137,com.zentertain.photoeditor,"['you', 'have', 'to', 'download', 'everything', 'before', 'you', 'cd', 'an', 'even', 'start', 'date', 'it', 'so', 'much', 'it', 'is', 'rubbish', 'for', 'not', 'install', 'unless', 'you', 'like', 'rubbish', 'apps']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O']"
138,com.zentertain.photoeditor,"['solid', 'apppp', 'i', 'loved', 'it']","['O', 'O', 'O', 'O', 'O']"
139,com.zentertain.photoeditor,"['making', 'memes', 'right', 'now']","['B', 'I', 'O', 'O']"
140,com.zentertain.photoeditor,"['hope', 'do', 'not', 'make', 'any', 'trouble']","['O', 'O', 'O', 'O', 'O', 'O']"
141,com.zentertain.photoeditor,"['very', 'user', 'friendly']","['O', 'O', 'O']"
142,com.zentertain.photoeditor,"['needed', 'to', 'take', 'off', 'unwanted', 'bits', 'captured', 'in', 'the', 'photo', 'i', 'took', 'this', 'app', 'did', 'the', 'trick']","['O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
143,com.zentertain.photoeditor,"['it', 's', 'looks', 'great', 'and', 'nice', 'i', 'like', 'it']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
144,com.zentertain.photoeditor,"['exactly', 'the', 'program', 'i', 'was', 'looking', 'for']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
145,com.zentertain.photoeditor,"['i', 'have', 'an', 'htc', 'one', 'm', 'and', 'for', 'some', 'reason', 'this', 'app', 'opens', 'and', 'then', 'closes', 'without', 'out', 'any', 'option', 'for', 'me', 'to', 'do', 'anything']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
146,com.zentertain.photoeditor,"['my', 'only', 'question', 'is', 'if', 'this', 'has', 'to', 'do', 'specifically', 'with', 'my', 'phone']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
147,com.zentertain.photoeditor,"['especially', 'since', 'it', 'seems', 'to', 'work', 'well', 'for', 'others']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
148,com.zentertain.photoeditor,"['very', 'good', 'apps']","['O', 'O', 'O']"
